htv_directorlabel_dm.deviceid	htv_directorlabel_dm.directorname	htv_directorlabel_dm.date_time
005801FF0001005005D300692D3806D9	其他	20210901
005801FF0001005005D300692D3806F5	其他	20210901
005801FF0001005005D300692D380733	其他	20210901
005801FF0001005005D300692D380735	其他	20210901
005801FF0001005005D300692D38074F	其他	20210901
005801FF0001005005D300692D380767	其他	20210901
005801FF0001005005D300692D38076D	其他	20210901
005801FF0001005005D300692D380775	郑保瑞	20210901
005801FF0001005005D300692D380775	陈思诚	20210901
005801FF0001005005D300692D380779	其他	20210901
005801FF0001005005D300692D380779	邓超	20210901
005801FF0001005005D300692D38077B	其他	20210901
005801FF0001005005D300692D38077F	其他	20210901
005801FF0001005005D300692D38078E	其他	20210901
005801FF0001005005D300692D380793	其他	20210901
005801FF0001005005D300692D3807AB	其他	20210901
005801FF0001005005D300692D3807AD	其他	20210901
005801FF0001005005D300692D3807CC	其他	20210901
005801FF0001005005D300692D3807F4	其他	20210901
005801FF0001005005D300692D3807F9	其他	20210901
005801FF0001005005D300692D3807FE	其他	20210901
005801FF0001005005D300692D380806	其他	20210901
005801FF0001005005D300692D380807	陈思诚	20210901
005801FF0001005005D300692D380811	其他	20210901
005801FF0001005005D300692D380835	其他	20210901
005801FF0001005005D300692D380845	其他	20210901
005801FF0001005005D300692D38085F	其他	20210901
005801FF0001005005D300692D380868	其他	20210901
005801FF0001005005D300692D38086A	其他	20210901
005801FF0001005005D300692D380870	其他	20210901
005801FF0001005005D300692D380877	其他	20210901
005801FF0001005005D300692D3808A5	其他	20210901
005801FF0001005005D300692D3808DD	其他	20210901
005801FF0001005005D300692D3808E6	其他	20210901
005801FF0001005005D300692D3808EB	其他	20210901
005801FF0001005005D300692D38090B	其他	20210901
005801FF0001005005D300692D38093D	其他	20210901
005801FF0001005005D300692D380946	其他	20210901
005801FF0001005005D300692D38099D	其他	20210901
005801FF0001005005D300692D3809A2	其他	20210901
005801FF0001005005D300692D3809E3	其他	20210901
005801FF0001005005D300692D380A0B	其他	20210901
005801FF0001005005D300692D380A0B	邓超	20210901
005801FF0001005005D300692D380A0C	其他	20210901
005801FF0001005005D300692D380A60	其他	20210901
005801FF0001005005D300692D380A91	其他	20210901
005801FF0001005005D300692D380ABF	张一白	20210901
005801FF0001005005D300692D380AD3	其他	20210901
005801FF0001005005D300692D380AEA	其他	20210901
005801FF0001005005D300692D380AFB	其他	20210901
005801FF0001005005D300692D380B0B	其他	20210901
005801FF0001005005D300692D380B2D	其他	20210901
005801FF0001005005D300692D380B42	其他	20210901
005801FF0001005005D300692D380B4B	其他	20210901
005801FF0001005005D300692D380B4F	其他	20210901
005801FF0001005005D300692D380B5E	其他	20210901
005801FF0001005005D300692D380BA3	其他	20210901
005801FF0001005005D300692D380BB8	其他	20210901
005801FF0001005005D300692D380BC7	其他	20210901
005801FF0001005005D300692D380BDD	其他	20210901
005801FF0001005005D300692D380C06	其他	20210901
005801FF0001005005D300692D380C0E	其他	20210901
005801FF0001005005D300692D380C68	其他	20210901
005801FF0001005005D300692D380CA1	邱礼涛	20210901
005801FF0001005005D300692D380CDE	其他	20210901
005801FF0001005005D300692D380CE5	其他	20210901
005801FF0001005005D300692D380CFE	其他	20210901
005801FF0001005005D300692D380D34	其他	20210901
005801FF0001005005D300692D380D4F	其他	20210901
005801FF0001005005D300692D380D6E	其他	20210901
005801FF0001005005D300692D380D7C	其他	20210901
005801FF0001005005D300692D380D8E	其他	20210901
005801FF0001005005D300692D380DDC	其他	20210901
005801FF0001005005D300692D380DDC	陈思诚	20210901
005801FF0001005005D300692D380DEA	其他	20210901
005801FF0001005005D300692D380E03	其他	20210901
005801FF0001005005D300692D380E0B	其他	20210901
005801FF0001005005D300692D380E23	其他	20210901
005801FF0001005005D300692D380E27	陈思诚	20210901
005801FF0001005005D300692D380E28	其他	20210901
005801FF0001005005D300692D380E2E	其他	20210901
005801FF0001005005D300692D380E69	其他	20210901
005801FF0001005005D300692D380E93	其他	20210901
005801FF0001005005D300692D380E9E	其他	20210901
005801FF0001005005D300692D380E9F	其他	20210901
005801FF0001005005D300692D380EF2	其他	20210901
005801FF0001005005D300692D380F0E	其他	20210901
005801FF0001005005D300692D380F29	其他	20210901
005801FF0001005005D300692D380F48	其他	20210901
005801FF0001005005D300692D380F49	其他	20210901
005801FF0001005005D300692D380F4E	其他	20210901
005801FF0001005005D300692D380F51	其他	20210901
005801FF0001005005D300692D380F62	其他	20210901
005801FF0001005005D300692D380F67	张扬	20210901
005801FF0001005005D300692D380F87	洪金宝	20210901
005801FF0001005005D300692D380F8D	周星驰	20210901
005801FF0001005005D300692D380F8E	其他	20210901
005801FF0001005005D300692D380F99	其他	20210901
005801FF0001005005D300692D380FBC	其他	20210901
005801FF0001005005D300692D380FD2	徐克	20210901
005801FF0001005005D300692D380FD2	邱礼涛	20210901
005801FF0001005005D300692D380FD8	其他	20210901
005801FF0001005005D300692D380FE7	其他	20210901
005801FF0001005005D300692D380FF3	其他	20210901
005801FF0001005005D300692D381002	其他	20210901
005801FF0001005005D300692D381006	其他	20210901
005801FF0001005005D300692D381029	其他	20210901
005801FF0001005005D300692D381047	其他	20210901
005801FF0001005005D300692D381059	其他	20210901
005801FF0001005005D300692D38105A	王晶	20210901
005801FF0001005005D300692D38105E	其他	20210901
005801FF0001005005D300692D381087	其他	20210901
005801FF0001005005D300692D381092	其他	20210901
005801FF0001005005D300692D3810AB	其他	20210901
005801FF0001005005D300692D3810B7	其他	20210901
005801FF0001005005D300692D3810E3	其他	20210901
005801FF0001005005D300692D3810E4	其他	20210901
005801FF0001005005D300692D3810F3	其他	20210901
005801FF0001005005D300692D3810F6	其他	20210901
005801FF0001005005D300692D381122	其他	20210901
005801FF0001005005D300692D381129	其他	20210901
005801FF0001005005D300692D38112E	其他	20210901
005801FF0001005005D300692D381132	其他	20210901
005801FF0001005005D300692D381161	其他	20210901
005801FF0001005005D300692D381181	其他	20210901
005801FF0001005005D300692D38118A	其他	20210901
005801FF0001005005D300692D3811A6	其他	20210901
005801FF0001005005D300692D3811AE	其他	20210901
005801FF0001005005D300692D3811B5	其他	20210901
005801FF0001005005D300692D3811BF	其他	20210901
005801FF0001005005D300692D381207	其他	20210901
005801FF0001005005D300692D38120B	其他	20210901
005801FF0001005005D300692D38122A	其他	20210901
005801FF0001005005D300692D381240	其他	20210901
005801FF0001005005D300692D381252	其他	20210901
005801FF0001005005D300692D38126F	其他	20210901
005801FF0001005005D300692D381282	其他	20210901
005801FF0001005005D300692D381297	其他	20210901
005801FF0001005005D300692D3812AB	周星驰	20210901
005801FF0001005005D300692D3812C3	其他	20210901
005801FF0001005005D300692D3812CC	其他	20210901
005801FF0001005005D300692D3812CD	其他	20210901
005801FF0001005005D300692D3812CE	其他	20210901
005801FF0001005005D300692D38133A	洪金宝	20210901
005801FF0001005005D300692D381376	其他	20210901
005801FF0001005005D300692D381379	其他	20210901
005801FF0001005005D300692D3813A9	宁浩	20210901
005801FF0001005005D300692D3813EB	其他	20210901
005801FF0001005005D300692D381419	其他	20210901
005801FF0001005005D300692D38141D	其他	20210901
005801FF0001005005D300692D381424	其他	20210901
005801FF0001005005D300692D381426	其他	20210901
005801FF0001005005D300692D381443	其他	20210901
005801FF0001005005D300692D38144C	其他	20210901
005801FF0001005005D300692D381456	其他	20210901
005801FF0001005005D300692D381489	其他	20210901
005801FF0001005005D300692D381492	其他	20210901
005801FF0001005005D300692D3814CC	其他	20210901
005801FF0001005005D300692D3814D2	其他	20210901
005801FF0001005005D300692D3814DD	其他	20210901
005801FF0001005005D300692D3814FE	其他	20210901
005801FF0001005005D300692D381511	其他	20210901
005801FF0001005005D300692D381535	其他	20210901
005801FF0001005005D300692D381535	张扬	20210901
005801FF0001005005D300692D381565	其他	20210901
005801FF0001005005D300692D381572	其他	20210901
005801FF0001005005D300692D381580	其他	20210901
005801FF0001005005D300692D38158B	其他	20210901
005801FF0001005005D300692D38158D	其他	20210901
005801FF0001005005D300692D381591	其他	20210901
005801FF0001005005D300692D381598	其他	20210901
005801FF0001005005D300692D381599	其他	20210901
005801FF0001005005D300692D3815A0	其他	20210901
005801FF0001005005D300692D3815D0	其他	20210901
005801FF0001005005D300692D3815D6	其他	20210901
005801FF0001005005D300692D3815E8	其他	20210901
005801FF0001005005D300692D3815FC	其他	20210901
005801FF0001005005D300692D381611	其他	20210901
005801FF0001005005D300692D381654	其他	20210901
005801FF0001005005D300692D38165B	其他	20210901
005801FF0001005005D300692D38169F	其他	20210901
005801FF0001005005D300692D3816CA	其他	20210901
005801FF0001005005D300692D3816FE	其他	20210901
005801FF0001005005D300692D381731	其他	20210901
005801FF0001005005D300692D38174B	其他	20210901
005801FF0001005005D300692D38175D	其他	20210901
005801FF0001005005D300692D381792	其他	20210901
005801FF0001005005D300692D381794	其他	20210901
005801FF0001005005D300692D38179C	其他	20210901
005801FF0001005005D300692D3817D4	陈思诚	20210901
005801FF0001005005D300692D3817E3	其他	20210901
005801FF0001005005D300692D381802	其他	20210901
005801FF0001005005D300692D38181A	其他	20210901
005801FF0001005005D300692D38182F	其他	20210901
005801FF0001005005D300692D381844	其他	20210901
005801FF0001005005D300692D381855	其他	20210901
005801FF0001005005D300692D381871	其他	20210901
005801FF0001005005D300692D3818E2	其他	20210901
005801FF0001005005D300692D38190F	其他	20210901
005801FF0001005005D300692D38193C	其他	20210901
005801FF0001005005D300692D381974	其他	20210901
005801FF0001005005D300692D38197B	其他	20210901
005801FF0001005005D300692D381991	其他	20210901
005801FF0001005005D300692D381996	其他	20210901
005801FF0001005005D300692D3819DB	其他	20210901
005801FF0001005005D300692D3819DC	其他	20210901
005801FF0001005005D300692D381A13	其他	20210901
005801FF0001005005D300692D381A26	其他	20210901
005801FF0001005005D300692D381A4A	其他	20210901
005801FF0001005005D300692D381AAB	其他	20210901
005801FF0001005005D300692D381AD5	其他	20210901
005801FF0001005005D300692D381B12	其他	20210901
005801FF0001005005D300692D381B14	其他	20210901
005801FF0001005005D300692D381B21	其他	20210901
005801FF0001005005D300692D381B53	其他	20210901
005801FF0001005005D300692D381B85	其他	20210901
005801FF0001005005D300692D381BEA	其他	20210901
005801FF0001005005D300692D381BFB	其他	20210901
005801FF0001005005D300692D381C15	其他	20210901
005801FF0001005005D300692D381C56	其他	20210901
005801FF0001005005D300692D381C59	其他	20210901
005801FF0001005005D300692D381C5C	其他	20210901
005801FF0001005005D300692D381C62	其他	20210901
005801FF0001005005D300692D381C84	其他	20210901
005801FF0001005005D300692D381CD9	其他	20210901
005801FF0001005005D300692D381D2F	其他	20210901
005801FF0001005005D300692D381D31	陈思诚	20210901
005801FF0001005005D300692D381D38	其他	20210901
005801FF0001005005D300692D381D6C	其他	20210901
005801FF0001005005D300692D381D6C	张扬	20210901
005801FF0001005005D300692D381D76	其他	20210901
005801FF0001005005D300692D381D8F	其他	20210901
005801FF0001005005D300692D381D97	其他	20210901
005801FF0001005005D300692D381D9B	张一白	20210901
005801FF0001005005D300692D381D9B	陈凯歌	20210901
005801FF0001005005D300692D381DB9	其他	20210901
005801FF0001005005D300692D381DC0	其他	20210901
005801FF0001005005D300692D381DDC	其他	20210901
005801FF0001005005D300692D381DDD	其他	20210901
005801FF0001005005D300692D381DE6	其他	20210901
005801FF0001005005D300692D381DFC	其他	20210901
005801FF0001005005D300692D381E00	刘伟强	20210901
005801FF0001005005D300692D381E22	其他	20210901
005801FF0001005005D300692D381E3E	其他	20210901
005801FF0001005005D300692D381E46	其他	20210901
005801FF0001005005D300692D381E5A	其他	20210901
005801FF0001005005D300692D381E6F	其他	20210901
005801FF0001005005D300692D381E77	其他	20210901
005801FF0001005005D300692D381E7D	其他	20210901
005801FF0001005005D300692D381E82	其他	20210901
005801FF0001005005D300692D381E95	其他	20210901
005801FF0001005005D300692D381E96	其他	20210901
005801FF0001005005D300692D381EC5	其他	20210901
005801FF0001005005D300692D381EC9	其他	20210901
005801FF0001005005D300692D381ED2	其他	20210901
005801FF0001005005D300692D381ED3	其他	20210901
005801FF0001005005D300692D381EDA	其他	20210901
005801FF0001005005D300692D381EE0	其他	20210901
005801FF0001005005D300692D381EF2	其他	20210901
005801FF0001005005D300692D381EF4	其他	20210901
005801FF0001005005D300692D381F13	其他	20210901
005801FF0001005005D300692D381F1A	其他	20210901
005801FF0001005005D300692D381F67	其他	20210901
005801FF0001005005D300692D381F6A	王家卫	20210901
005801FF0001005005D300692D381F7B	其他	20210901
005801FF0001005005D300692D381F8E	其他	20210901
005801FF0001005005D300692D381FA3	其他	20210901
005801FF0001005005D300692D381FAD	其他	20210901
005801FF0001005005D300692D381FD5	其他	20210901
005801FF0001005005D300692D381FDB	其他	20210901
005801FF0001005005D300692D381FF5	其他	20210901
005801FF0001005005D300692D382007	其他	20210901
005801FF0001005005D300692D38200A	其他	20210901
005801FF0001005005D300692D382011	其他	20210901
005801FF0001005005D300692D382018	其他	20210901
005801FF0001005005D300692D38202E	其他	20210901
005801FF0001005006D400692D3D9C52	其他	20210901
005801FF0001005006D400692D3D9C70	其他	20210901
005801FF0001005006D400692D3D9C7D	林超贤	20210901
005801FF0001005006D400692D3D9C96	其他	20210901
005801FF0001005006D400692D3D9D24	其他	20210901
005801FF0001005006D400692D3D9D36	其他	20210901
005801FF0001005006D400692D3D9D67	其他	20210901
005801FF0001005006D400692D3D9D7B	其他	20210901
005801FF0001005006D400692D3D9D80	其他	20210901
005801FF0001005006D400692D3D9DCE	其他	20210901
005801FF0001005006D400692D3D9DCF	其他	20210901
005801FF0001005006D400692D3D9DF1	其他	20210901
005801FF0001005006D400692D3D9E52	其他	20210901
005801FF0001005006D400692D3D9E6B	其他	20210901
005801FF0001005006D400692D3D9E6E	其他	20210901
005801FF0001005006D400692D3D9E70	其他	20210901
005801FF0001005006D400692D3D9E86	其他	20210901
005801FF0001005006D400692D3D9E90	邓超	20210901
005801FF0001005006D400692D3D9EF5	其他	20210901
005801FF0001005006D400692D3D9F84	其他	20210901
005801FF0001005006D400692D3D9F9E	其他	20210901
005801FF0001005006D400692D3D9FCA	其他	20210901
005801FF0001005006D400692D3D9FE6	其他	20210901
005801FF0001005006D400692D3D9FEB	其他	20210901
005801FF0001005006D400692D3D9FF2	其他	20210901
005801FF0001005006D400692D3DA038	唐季礼	20210901
005801FF0001005006D400692D3DA038	林超贤	20210901
005801FF0001005006D400692D3DA076	其他	20210901
005801FF0001005006D400692D3DA076	陈思诚	20210901
005801FF0001005006D400692D3DA0C5	其他	20210901
005801FF0001005006D400692D3DA0D4	其他	20210901
005801FF0001005006D400692D3DA0FF	其他	20210901
005801FF0001005006D400692D3DA175	陈思诚	20210901
005801FF0001005006D400692D3DA1A1	李安	20210901
005801FF0001005006D400692D3DA1A4	其他	20210901
005801FF0001005006D400692D3DA1C6	其他	20210901
005801FF0001005006D400692D3DA21A	其他	20210901
005801FF0001005006D400692D3DA241	其他	20210901
005801FF0001005006D400692D3DA281	其他	20210901
005801FF0001005006D400692D3DA28C	其他	20210901
005801FF0001005006D400692D3DA28F	温子仁	20210901
005801FF0001005006D400692D3DA292	其他	20210901
005801FF0001005006D400692D3DA303	陈思诚	20210901
005801FF0001005006D400692D3DA360	其他	20210901
005801FF0001005006D400692D3DA388	其他	20210901
005801FF0001005006D400692D3DA393	其他	20210901
005801FF0001005006D400692D3DA3D4	其他	20210901
005801FF0001005006D400692D3DA419	其他	20210901
005801FF0001005006D400692D3DA4A0	其他	20210901
005801FF0001005006D400692D3DA4A4	其他	20210901
005801FF0001005006D400692D3DA594	其他	20210901
005801FF0001005006D400692D3DA61E	其他	20210901
005801FF0001005006D400692D3DA61E	杜琪峰	20210901
005801FF0001005006D400692D3DA648	其他	20210901
005801FF0001005006D400692D3DA655	其他	20210901
005801FF0001005006D400692D3DA65D	其他	20210901
005801FF0001005006D400692D3DA6A5	其他	20210901
005801FF0001005006D400692D3DA6B3	其他	20210901
005801FF0001005006D400692D3DA6D9	其他	20210901
005801FF0001005006D400692D3DA6EC	其他	20210901
005801FF0001005006D400692D3DA70C	其他	20210901
005801FF0001005006D400692D3DA70F	其他	20210901
005801FF0001005006D400692D3DA719	其他	20210901
005801FF0001005006D400692D3DA77D	其他	20210901
005801FF0001005006D400692D3DA783	其他	20210901
005801FF0001005006D400692D3DA784	其他	20210901
005801FF0001005006D400692D3DA796	其他	20210901
005801FF0001005006D400692D3DA797	其他	20210901
005801FF0001005006D400692D3DA79F	其他	20210901
005801FF0001005006D400692D3DA7A4	其他	20210901
005801FF0001005006D400692D3DA7A4	陈思诚	20210901
005801FF0001005006D400692D3DA7C6	其他	20210901
005801FF0001005006D400692D3DA7C9	其他	20210901
005801FF0001005006D400692D3DA80E	其他	20210901
005801FF0001005006D400692D3DA81A	其他	20210901
005801FF0001005006D400692D3DA82E	其他	20210901
005801FF0001005006D400692D3DA838	其他	20210901
005801FF0001005006D400692D3DA83D	其他	20210901
005801FF0001005006D400692D3DA840	其他	20210901
005801FF0001005006D400692D3DA858	其他	20210901
005801FF0001005006D400692D3DA868	张一白	20210901
005801FF0001005006D400692D3DA8A0	其他	20210901
005801FF0001005006D400692D3DA8C1	其他	20210901
005801FF0001005006D400692D3DA8D1	其他	20210901
005801FF0001005006D400692D3DA904	其他	20210901
005801FF0001005006D400692D3DA91C	其他	20210901
005801FF0001005006D400692D3DA91D	其他	20210901
005801FF0001005006D400692D3DA93C	其他	20210901
005801FF0001005006D400692D3DA951	其他	20210901
005801FF0001005006D400692D3DA95D	其他	20210901
005801FF0001005006D400692D3DA987	其他	20210901
005801FF0001005006D400692D3DA9AF	陈思诚	20210901
005801FF0001005006D400692D3DA9CE	其他	20210901
005801FF0001005006D400692D3DA9D0	其他	20210901
005801FF0001005006D400692D3DA9D7	其他	20210901
005801FF0001005006D400692D3DA9DE	其他	20210901
005801FF0001005006D400692D3DA9E4	其他	20210901
005801FF0001005006D400692D3DA9F4	其他	20210901
005801FF0001005006D400692D3DAA10	其他	20210901
005801FF0001005006D400692D3DAA10	李玉	20210901
005801FF0001005006D400692D3DAA2A	其他	20210901
005801FF0001005006D400692D3DAA2D	其他	20210901
005801FF0001005006D400692D3DAA44	其他	20210901
005801FF0001005006D400692D3DAA85	其他	20210901
005801FF0001005006D400692D3DAA9D	其他	20210901
005801FF0001005006D400692D3DAB0B	其他	20210901
005801FF0001005006D400692D3DAB53	邱礼涛	20210901
005801FF0001005006D400692D3DAB7F	其他	20210901
005801FF0001005006D400692D3DABE8	其他	20210901
005801FF0001005006D400692D3DAC18	其他	20210901
005801FF0001005006D400692D3DAC77	其他	20210901
005801FF0001005006D400692D3DAC8A	其他	20210901
005801FF0001005006D400692D3DAD1B	其他	20210901
005801FF0001005006D400692D3DAD42	其他	20210901
005801FF0001005006D400692D3DAD67	其他	20210901
005801FF0001005006D400692D3DAD73	其他	20210901
005801FF0001005006D400692D3DAD7E	其他	20210901
005801FF0001005006D400692D3DADB1	其他	20210901
005801FF0001005006D400692D3DADB4	其他	20210901
005801FF0001005006D400692D3DADF5	其他	20210901
005801FF0001005006D400692D3DAE15	其他	20210901
005801FF0001005006D400692D3DAE30	其他	20210901
005801FF0001005006D400692D3DAE47	其他	20210901
005801FF0001005006D400692D3DAE58	其他	20210901
005801FF0001005006D400692D3DAE70	其他	20210901
005801FF0001005006D400692D3DAEB3	其他	20210901
005801FF0001005006D400692D3DAEB6	张一白	20210901
005801FF0001005006D400692D3DAEB6	陈凯歌	20210901
005801FF0001005006D400692D3DAEDA	杜琪峰	20210901
005801FF0001005006D400692D3DAEEA	其他	20210901
005801FF0001005006D400692D3DAF99	其他	20210901
005801FF0001005006D400692D3DAFB1	其他	20210901
005801FF0001005006D400692D3DAFB1	张扬	20210901
005801FF0001005006D400692D3DAFD3	其他	20210901
005801FF0001005006D400692D3DB07E	其他	20210901
005801FF0001005006D400692D3DB0C1	其他	20210901
005801FF0001005006D400692D3DB109	其他	20210901
005801FF0001005006D400692D3DB156	刘伟强	20210901
005801FF0001005006D400692D3DB181	其他	20210901
005801FF0001005006D400692D3DB202	其他	20210901
005801FF0001005006D400692D3DB220	其他	20210901
005801FF0001005006D400692D3DB224	其他	20210901
005801FF0001005006D400692D3DB27E	其他	20210901
005801FF0001005006D400692D3DB28E	其他	20210901
005801FF0001005006D400692D3DB291	其他	20210901
005801FF0001005006D400692D3DB292	管虎	20210901
005801FF0001005006D400692D3DB2DC	其他	20210901
005801FF0001005006D400692D3DB2FC	其他	20210901
005801FF0001005006D400692D3DB30F	其他	20210901
005801FF0001005006D400692D3DB31F	其他	20210901
005801FF0001005006D400692D3DB370	其他	20210901
005801FF0001005006D400692D3DB3FB	其他	20210901
005801FF0001005006D400692D3DB3FC	其他	20210901
005801FF0001005006D400692D3DB43F	其他	20210901
005801FF0001005006D400692D3DB4CE	其他	20210901
005801FF0001005006D400692D3DB5F0	其他	20210901
005801FF0001005006D400692D3DB632	张一白	20210901
005801FF0001005006D400692D3DB632	陈凯歌	20210901
005801FF0001005006D400692D3DB664	其他	20210901
005801FF0001005006D400692D3DB6A5	其他	20210901
005801FF0001005006D400692D3DB761	其他	20210901
005801FF0001005006D400692D3DB82C	其他	20210901
005801FF0001005006D400692D3DB82C	徐克	20210901
005801FF0001005006D400692D3DB88C	其他	20210901
005801FF0001005006D400692D3DB893	其他	20210901
005801FF0001005006D400692D3DB8A5	其他	20210901
005801FF0001005006D400692D3DB8D5	其他	20210901
005801FF0001005006D400692D3DB8DE	其他	20210901
005801FF0001005006D400692D3DB96E	其他	20210901
005801FF0001005006D400692D3DB989	其他	20210901
005801FF0001005006D400692D3DB990	其他	20210901
005801FF0001005006D400692D3DB9EE	其他	20210901
005801FF0001005006D400692D3DB9EE	徐克	20210901
005801FF0001005006D400692D3DBA2B	其他	20210901
005801FF0001005006D400692D3DBA3C	其他	20210901
005801FF0001005006D400692D3DBB9A	其他	20210901
005801FF0001005006D400692D3DBBE5	其他	20210901
005801FF0001005006D400692D3DBC75	其他	20210901
005801FF0001005006D400692D3DBCB3	其他	20210901
005801FF0001005006D400692D3DBCB3	徐克	20210901
005801FF0001005006D400692D3DBD3C	其他	20210901
005801FF0001005006D400692D3DBD40	其他	20210901
005801FF0001005006D400692D3DBD65	其他	20210901
005801FF0001005006D400692D3DBD67	其他	20210901
005801FF0001005006D400692D3DBD6D	其他	20210901
005801FF0001005006D400692D3DBD97	其他	20210901
005801FF0001005006D400692D3DBD9F	其他	20210901
005801FF0001005006D400692D3DBDA5	其他	20210901
005801FF0001005006D400692D3DBDA5	林超贤	20210901
005801FF0001005006D400692D3DBE38	其他	20210901
005801FF0001005006D400692D3DBE4A	其他	20210901
005801FF0001005006D400692D3DBE4A	张一白	20210901
005801FF0001005006D400692D3DBE4A	陈凯歌	20210901
005801FF0001005006D400692D3DBE5D	其他	20210901
005801FF0001005006D400692D3DBE60	其他	20210901
005801FF0001005006D400692D3DBE7C	其他	20210901
005801FF0001005006D400692D3DBE8F	其他	20210901
005801FF0001005006D400692D3DBE8F	叶伟民	20210901
005801FF0001005006D400692D3DBE97	其他	20210901
005801FF0001005006D400692D3DBE9B	其他	20210901
005801FF0001005006D400692D3DBEBF	其他	20210901
005801FF0001005006D400692D3DBEEE	其他	20210901
005801FF0001005006D400692D3DBF2E	其他	20210901
005801FF0001005006D400692D3DBFB2	其他	20210901
005801FF0001005006D400692D3DBFBF	其他	20210901
005801FF0001005006D400692D3DBFD6	其他	20210901
005801FF0001005006D400692D3DBFFF	其他	20210901
005801FF0001005006D400692D3DC017	其他	20210901
005801FF0001005006D400692D3DC01E	其他	20210901
005801FF0001005006D400692D3DC01F	其他	20210901
005801FF0001005006D400692D3DC05A	其他	20210901
005801FF0001005006D400692D3DC05A	唐季礼	20210901
005801FF0001005006D400692D3DC0B5	其他	20210901
005801FF0001005006D400692D3DC0B5	陈思诚	20210901
005801FF0001005006D400692D3DC0D3	其他	20210901
005801FF0001005006D400692D3DC125	其他	20210901
005801FF0001005006D400692D3DC18D	其他	20210901
005801FF0001005006D400692D3DC1B0	其他	20210901
005801FF0001005006D400692D3DC1EB	其他	20210901
005801FF0001005006D400692D3DC1FE	其他	20210901
005801FF0001005006D400692D3DC2CE	其他	20210901
005801FF0001005006D400692D3DC2F1	其他	20210901
005801FF0001005006D400692D3DC325	其他	20210901
005801FF0001005006D400692D3DC399	其他	20210901
005801FF00010050F6E52C43BE5C9F43	其他	20210901
