htv_serv_basic.deviceid	htv_serv_basic.is_boot	htv_serv_basic.is_play	htv_serv_basic.play_duration	htv_serv_basic.play_num	htv_serv_basic.is_live	htv_serv_basic.live_play_num	htv_serv_basic.live_play_duration	htv_serv_basic.is_demand	htv_serv_basic.demand_play_num	htv_serv_basic.demand_play_duration	htv_serv_basic.is_replay	htv_serv_basic.replay_play_num	htv_serv_basic.replay_play_duration	htv_serv_basic.date_time
005801FF0001005006D400692D3D9F73	1	1	0.2	126	1	126	0.2	0	0	0.0	0	0	0.0	20210901
005801FF0001005006D400692D3DBEC9	1	1	1.0	4	1	4	1.0	0	0	0.0	0	0	0.0	20210901
005801FF00010050F6E52C43BE5CA6DB	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF00010050F6E52C43BE5CB629	1	1	0.1	8	1	8	0.1	0	0	0.0	0	0	0.0	20210901
005801FF00010050F6E52C43BE5CBF31	1	1	0.0	8	1	6	0.0	1	2	0.0	0	0	0.0	20210901
005801FF0001007005B860D21C304ABF	1	1	5.2	7	0	0	0.0	1	7	5.2	0	0	0.0	20210901
005801FF0001007005B860D21C305B7D	1	1	2.4	28	1	14	0.3	1	14	2.2	0	0	0.0	20210901
005801FF0001007005B860D21C305BD2	1	1	2.0	9	1	6	0.8	0	0	0.0	1	3	1.1	20210901
005801FF0001007005B860D21C308D7B	1	1	0.2	5	0	0	0.0	1	5	0.2	0	0	0.0	20210901
005801FF0001007005B860D21C309000	1	1	0.0	3	1	3	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005B860D21C30BAE4	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005B860D21C30BFA5	1	1	0.4	20	1	20	0.4	0	0	0.0	0	0	0.0	20210901
005801FF0001007005B860D21C30CA93	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005BA60D21C5CEE35	1	1	0.0	3	1	3	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005BA60D21C62731C	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005BA60D21C628E39	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005BA60D21C62B54B	1	1	0.8	49	1	49	0.8	0	0	0.0	0	0	0.0	20210901
005801FF0001007005BB60D21C697EC1	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005C360D21CA7D18B	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005C360D21CA82324	1	1	0.1	31	1	31	0.1	0	0	0.0	0	0	0.0	20210901
005801FF0001007005C360D21CA8644F	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005C360D21CA8AE97	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007005C360D21CA8B56B	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001007006B960D21C4A0776	1	1	0.8	5	1	5	0.8	0	0	0.0	0	0	0.0	20210901
005801FF0001007006B960D21C4A4F01	1	1	0.5	90	1	90	0.5	0	0	0.0	0	0	0.0	20210901
005801FF0001007006BA60D21C650847	1	1	1.0	4	0	0	0.0	1	4	1.0	0	0	0.0	20210901
005801FF0001007006C360D21CAA75A8	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001061005B454C57AB1BB1A	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001090001C360D21CACCB51	1	1	5.9	26	0	0	0.0	0	0	0.0	1	26	5.9	20210901
005801FF0001090001C360D21CACDF39	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001090001C360D21CACFBEF	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001101001EC08A5C8160D5F	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001101001EC08A5C81677CD	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001101001EC08A5C81678BC	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A208A5C8EA0379	1	1	0.2	36	1	36	0.2	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A208A5C8EA045D	1	1	1.0	32	1	32	1.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A208A5C8EA6213	1	1	0.4	14	1	14	0.4	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A460313B39368E	1	1	0.5	1	1	1	0.5	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A460313B396AEA	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A460313B398ED2	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A460313B39E72E	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A460313B3A8570	1	1	2.0	3	0	0	0.0	0	0	0.0	1	3	2.0	20210901
005801FF0001181001A460313B3ADD7C	1	1	0.0	2	1	2	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A460313B3B6AFC	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001A960313BBB0A19	1	1	0.1	6	1	5	0.1	1	1	0.0	0	0	0.0	20210901
005801FF0001181001AC54C57A201C33	1	1	1.3	37	1	37	1.3	0	0	0.0	0	0	0.0	20210901
005801FF0001181001AC54C57A201D29	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001AC54C57A20C709	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001FB08A5C8B1D3D2	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181001FB08A5C8B21CD0	1	1	2.2	3	0	0	0.0	1	3	2.2	0	0	0.0	20210901
005801FF0001181003A460313B340D39	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181003A460313B359A1F	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181003A460313B35BE5B	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181003A460313B35E91D	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005801FF0001181003A460313B35F107	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
0058030000036020000188795B4A85BD	1	1	3.2	57	1	57	3.2	0	0	0.0	0	0	0.0	20210901
00580300001968000119C8F6C8B87987	1	1	3.5	201	1	201	3.5	0	0	0.0	0	0	0.0	20210901
00580300001968000219D4580046952D	1	1	0.9	91	1	90	0.9	1	1	0.0	0	0	0.0	20210901
005803000019680003215CA4A4370697	1	1	1.0	1	1	1	1.0	0	0	0.0	0	0	0.0	20210901
00580300001968001218A419089BAB8A	1	1	0.0	2	1	2	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCC5BCE	1	1	0.7	26	1	26	0.7	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCC5C5F	1	1	0.5	4	1	4	0.5	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCC76DC	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCD1CDF	1	1	1.0	51	1	51	1.0	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCD1E39	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCD261E	1	1	0.0	4	1	3	0.0	1	1	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCDDE6F	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00010040190158B42DCE202A	1	1	1.0	21	1	21	1.0	0	0	0.0	0	0	0.0	20210901
005803FF0003230000043C0CDBA5F91C	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF000323000012F09CD7352B1E	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF000323000012F09CD7352E8D	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF000323000013F09CD74846CC	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF000323100003A8BD3A92E2A1	1	1	0.1	5	0	0	0.0	1	5	0.1	0	0	0.0	20210901
005803FF000323100003A8BD3A930B58	1	1	0.1	5	1	5	0.1	0	0	0.0	0	0	0.0	20210901
005803FF000323100003A8BD3A930D05	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF000323100006A8BD3A9FA2D3	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003231000093C0CDB2608CF	1	1	0.4	5	1	5	0.4	0	0	0.0	0	0	0.0	20210901
005803FF0003231000153C0CDB616EAF	1	1	0.0	2	1	2	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003231000163C0CDB6F07C1	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003231000183C0CDB80D289	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003231000183C0CDB80D9F2	1	1	1.3	7	1	7	1.3	0	0	0.0	0	0	0.0	20210901
005803FF0003231000183C0CDB80F29D	1	1	2.1	3	0	0	0.0	1	3	2.1	0	0	0.0	20210901
005803FF0003231000213C0CDBAC16EF	1	1	0.0	2	1	2	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003231000213C0CDBAC1717	1	1	0.7	2	0	0	0.0	1	2	0.7	0	0	0.0	20210901
005803FF0003231000223C0CDBB241E4	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003231000233C0CDBB2DB32	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0003922000018CBA25B52032	1	1	0.3	27	1	27	0.3	0	0	0.0	0	0	0.0	20210901
005803FF0015893000008421F148B5E0	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893000008421F174778E	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893000008421F191C82E	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00158930163650016B3DB554	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00158930163650016B3DC8F6	1	1	4.4	11	1	2	0.0	0	0	0.0	1	9	4.3	20210901
005803FF0015893017038421F1221048	1	1	1.9	18	1	18	1.9	0	0	0.0	0	0	0.0	20210901
005803FF0015893017038421F1221746	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893017038421F122181E	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893017098421F161091E	1	1	1.0	46	1	46	1.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893017098421F1611542	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893017098421F16117CE	1	1	0.0	23	1	23	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015893017118421F175CB0A	1	1	0.7	51	1	50	0.6	0	0	0.0	1	1	0.1	20210901
005803FF0015893017118421F175D424	1	1	0.5	35	1	35	0.5	0	0	0.0	0	0	0.0	20210901
005803FF00159100000018CF2466A320	1	1	2.0	25	1	25	2.0	0	0	0.0	0	0	0.0	20210901
005803FF00159100000018CF2466A96E	1	1	1.9	15	1	15	1.9	0	0	0.0	0	0	0.0	20210901
005803FF001591001848CCBBFE2C88DD	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0015910018517CC385DA4713	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600003A8BD3A5D6612	1	1	1.7	10	0	0	0.0	1	10	1.7	0	0	0.0	20210901
005803FF001824600003A8BD3A5D8F97	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600004A8BD3A705C7F	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600006A8BD3A755027	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600006A8BD3A755FF0	1	1	0.0	12	1	12	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600007A8BD3A766E73	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600007A8BD3A76766D	1	1	1.0	41	1	41	1.0	0	0	0.0	0	0	0.0	20210901
005803FF001824600007A8BD3A76857A	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0018246000123C0CDB438D02	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF0018246000123C0CDB43AD6A	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001827800001748F1B17AC42	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001827800002748F1B1A3720	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001827800003748F1B1C1ADC	1	1	0.0	1	0	0	0.0	1	1	0.0	0	0	0.0	20210901
005803FF00182790000164E0AB108F16	1	1	1.4	68	1	64	0.5	0	0	0.0	1	4	1.0	20210901
005803FF00182850000164E0AB7A1EFF	1	1	2.3	21	1	17	0.3	1	4	1.9	0	0	0.0	20210901
005803FF00182850000164E0AB7A28DC	1	1	0.2	23	1	23	0.2	0	0	0.0	0	0	0.0	20210901
005803FF00182850000164E0AB7A43A1	1	1	0.4	3	1	2	0.4	0	0	0.0	1	1	0.0	20210901
005803FF00182850000164E0AB7A5189	1	1	0.4	2	1	2	0.4	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B43F0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B48A6	1	1	2.5	95	1	95	2.5	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B4DFC	1	1	0.1	10	1	10	0.1	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B4ED8	1	1	0.2	24	1	24	0.2	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B512D	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B5BE4	1	1	0.2	10	1	4	0.1	1	2	0.2	1	4	0.0	20210901
005803FF00182850000264E0AB8B5E94	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B690B	1	1	1.9	50	1	44	0.4	1	6	1.5	0	0	0.0	20210901
005803FF00182850000264E0AB8B6FA8	1	1	0.4	27	1	27	0.4	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B786F	1	1	1.0	9	1	9	1.0	0	0	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B7FC5	1	1	2.3	28	1	26	0.6	1	2	1.6	0	0	0.0	20210901
005803FF00182850000264E0AB8B81A5	1	1	0.4	5	1	4	0.4	0	0	0.0	1	1	0.0	20210901
005803FF00182850000264E0AB8B8698	1	1	0.3	8	1	7	0.3	1	1	0.0	0	0	0.0	20210901
005803FF00182850000264E0AB8B88B0	1	1	1.4	12	1	12	1.4	0	0	0.0	0	0	0.0	20210901
005803FF00182850000364E0AB8DAAC0	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182850000364E0AB8DACBE	1	1	0.8	47	1	47	0.8	0	0	0.0	0	0	0.0	20210901
005803FF00182850000364E0AB8DAF7A	1	1	0.4	6	0	0	0.0	1	6	0.4	0	0	0.0	20210901
005803FF00182850000364E0AB8DB0C4	1	1	0.6	1	0	0	0.0	1	1	0.6	0	0	0.0	20210901
005803FF00182850000364E0AB8DB0F7	1	1	0.6	2	0	0	0.0	1	2	0.6	0	0	0.0	20210901
005803FF00182850000364E0AB8DCECB	1	1	0.1	7	1	7	0.1	0	0	0.0	0	0	0.0	20210901
005803FF00182850000364E0AB8DD88B	1	1	1.0	8	0	0	0.0	1	8	1.0	0	0	0.0	20210901
005803FF00182850000364E0AB8DDB2F	1	1	0.2	2	1	2	0.2	0	0	0.0	0	0	0.0	20210901
005803FF00182850000464E0AB94CF24	1	1	1.8	46	1	46	1.8	0	0	0.0	0	0	0.0	20210901
005803FF00182850000464E0AB94E1AF	1	1	0.9	181	1	181	0.9	0	0	0.0	0	0	0.0	20210901
005803FF00182920000164E0ABC3A001	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182920000164E0ABC3A086	1	1	1.4	46	1	46	1.4	0	0	0.0	0	0	0.0	20210901
005803FF00182920000164E0ABC3C082	1	1	2.2	103	1	103	2.2	0	0	0.0	0	0	0.0	20210901
005803FF00182920000164E0ABC3C784	1	1	2.1	9	1	4	0.5	1	5	1.6	0	0	0.0	20210901
005803FF00182920000164E0ABC3C7E7	1	1	0.1	6	1	4	0.1	1	2	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF5B9C	1	1	1.1	173	1	172	1.1	1	1	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF5F0B	1	1	0.0	8	1	8	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF5FE4	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF66C0	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF6741	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF6C40	1	1	0.4	39	1	39	0.4	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF7550	1	1	0.2	95	1	95	0.2	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF89E5	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00182920000264E0ABCF8FED	1	1	0.1	1	0	0	0.0	1	1	0.1	0	0	0.0	20210901
005803FF00189750000164E0AB44D7C9	1	1	1.6	13	1	10	1.5	0	0	0.0	1	3	0.0	20210901
005803FF00189750000264E0AB46FD40	1	1	2.2	40	1	38	2.1	1	2	0.0	0	0	0.0	20210901
005803FF00189750000264E0AB470155	1	1	0.0	23	1	23	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00189750000264E0AB471574	1	1	4.1	217	1	216	4.1	0	0	0.0	1	1	0.0	20210901
005803FF00189750000264E0AB4739F2	1	1	3.5	101	1	94	3.4	1	6	0.1	1	1	0.0	20210901
005803FF00189750000364E0AB483F51	1	1	0.0	16	1	16	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00189750000364E0AB4868DF	1	1	1.5	30	1	30	1.5	0	0	0.0	0	0	0.0	20210901
005803FF00189750000364E0AB4880D6	1	1	1.2	49	1	49	1.2	0	0	0.0	0	0	0.0	20210901
005803FF00189750000464E0AB6C8FD2	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF001897900002F4D9C6FD7A74	1	1	4.1	14	1	13	4.1	1	1	0.0	0	0	0.0	20210901
005803FF00189790000364E0AB02E8DD	1	1	1.1	27	1	27	1.1	0	0	0.0	0	0	0.0	20210901
005803FF00189790000464E0AB1BA5D1	1	1	0.6	5	1	5	0.6	0	0	0.0	0	0	0.0	20210901
005803FF00189790000464E0AB1BAB78	1	1	2.0	5	1	3	2.0	1	2	0.0	0	0	0.0	20210901
005803FF00189790000664E0AB1F253A	1	1	1.1	31	1	31	1.1	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C5522	1	1	1.9	69	1	69	1.9	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C666B	0	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C6E33	1	1	0.0	1	1	1	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C6ECE	1	1	0.3	33	1	33	0.3	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C71E5	1	1	0.7	18	1	17	0.7	0	0	0.0	1	1	0.0	20210901
005803FF00189850000164E0AB8C7672	1	1	1.1	46	1	46	1.1	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C7783	1	1	1.8	211	1	206	1.7	1	5	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C8330	1	1	0.1	14	1	14	0.1	0	0	0.0	0	0	0.0	20210901
005803FF00189850000164E0AB8C97D6	1	1	1.0	1	1	1	1.0	0	0	0.0	0	0	0.0	20210901
005803FF00189920000164E0ABD4FA97	1	0	0.0	0	0	0	0.0	0	0	0.0	0	0	0.0	20210901
005803FF00189920000164E0ABD4FC62	1	1	5.8	96	1	88	0.4	1	8	5.3	0	0	0.0	20210901
005803FF00189920000164E0ABD4FCBE	1	1	0.2	9	1	9	0.2	0	0	0.0	0	0	0.0	20210901
005803FF00189920000164E0ABD4FDB3	1	1	1.2	4	1	4	1.2	0	0	0.0	0	0	0.0	20210901
005803FF00189920000164E0ABD50753	1	1	1.2	2	0	0	0.0	1	2	1.2	0	0	0.0	20210901
005803FF00189920000164E0ABD50E1A	1	1	0.5	25	1	25	0.5	0	0	0.0	0	0	0.0	20210901
005803FF00189920000164E0ABD513E6	1	1	1.0	26	1	26	1.0	0	0	0.0	0	0	0.0	20210901
005803FF00189920000164E0ABD52A14	1	1	2.9	41	1	41	2.9	0	0	0.0	0	0	0.0	20210901
005803FF00189920000264E0ABD93F55	1	1	0.1	8	1	8	0.1	0	0	0.0	0	0	0.0	20210901
005803FF00189920000364E0ABDE02E9	1	1	1.0	2	1	2	1.0	0	0	0.0	0	0	0.0	20210901
005803FF00189920000364E0ABDE030B	1	1	7.5	515	1	515	7.5	0	0	0.0	0	0	0.0	20210901
005803FF00189920000364E0ABDE0317	1	1	1.2	33	1	33	1.2	0	0	0.0	0	0	0.0	20210901
