htv_content_prefer_dm.deviceid	htv_content_prefer_dm.contenttype	htv_content_prefer_dm.hourtype	htv_content_prefer_dm.ranks	htv_content_prefer_dm.date_time
005801FF00010050F6E52C43BE5CBB43	电影	1	1	20210901
005801FF00010050F6E52C43BE5CBB43	电影	4	1	20210901
005801FF00010050F6E52C43BE5CBBFB	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CBBFB	电视剧	3	1	20210901
005801FF00010050F6E52C43BE5CBBFB	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CBC62	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CBC62	动漫	3	1	20210901
005801FF00010050F6E52C43BE5CBC62	动漫	4	1	20210901
005801FF00010050F6E52C43BE5CBD21	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CBF9A	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CBF9A	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CC058	综艺	1	1	20210901
005801FF00010050F6E52C43BE5CC058	综艺	4	1	20210901
005801FF00010050F6E52C43BE5CC0D0	综艺	1	1	20210901
005801FF00010050F6E52C43BE5CC0D0	电影	1	2	20210901
005801FF00010050F6E52C43BE5CC0E5	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CC0E5	动漫	3	1	20210901
005801FF00010050F6E52C43BE5CC0EB	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CC0FC	电影	4	1	20210901
005801FF00010050F6E52C43BE5CC116	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CC116	电视剧	2	1	20210901
005801FF00010050F6E52C43BE5CC17D	综艺	1	1	20210901
005801FF00010050F6E52C43BE5CC197	电影	1	1	20210901
005801FF00010050F6E52C43BE5CC197	综艺	1	2	20210901
005801FF00010050F6E52C43BE5CC197	综艺	3	1	20210901
005801FF00010050F6E52C43BE5CC197	电影	3	2	20210901
005801FF00010050F6E52C43BE5CC1DF	电影	1	1	20210901
005801FF00010050F6E52C43BE5CC1DF	电影	4	1	20210901
005801FF00010050F6E52C43BE5CC1E8	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CC1E9	电视剧	3	1	20210901
005801FF00010050F6E52C43BE5CC1E9	电影	3	2	20210901
005801FF00010050F6E52C43BE5CC1E9	动漫	3	3	20210901
005801FF00010050F6E52C43BE5CC1E9	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CC1E9	电影	4	2	20210901
005801FF00010050F6E52C43BE5CC23C	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CC23C	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CC34F	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CC460	电影	4	1	20210901
005801FF00010050F6E52C43BE5CC49A	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CC49A	电视剧	1	2	20210901
005801FF00010050F6E52C43BE5CC49A	电影	1	3	20210901
005801FF00010050F6E52C43BE5CC5B0	新闻	1	1	20210901
005801FF00010050F6E52C43BE5CC5B0	新闻	4	1	20210901
005801FF00010050F6E52C43BE5CC692	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CC692	电视剧	3	1	20210901
005801FF00010050F6E52C43BE5CC7AD	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CC7AD	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CC7FE	新闻	4	1	20210901
005801FF00010050F6E52C43BE5CC86F	电影	1	1	20210901
005801FF00010050F6E52C43BE5CC86F	电影	3	1	20210901
005801FF00010050F6E52C43BE5CC880	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CC880	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CC890	电影	1	1	20210901
005801FF00010050F6E52C43BE5CC8E1	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CCA1A	电影	1	1	20210901
005801FF00010050F6E52C43BE5CCA1A	电影	4	1	20210901
005801FF00010050F6E52C43BE5CCC16	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CCE19	纪实	3	1	20210901
005801FF00010050F6E52C43BE5CCE30	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CCE30	动漫	4	1	20210901
005801FF00010050F6E52C43BE5CCE59	电影	1	1	20210901
005801FF00010050F6E52C43BE5CCE59	电影	4	1	20210901
005801FF00010050F6E52C43BE5CCE6B	电影	1	1	20210901
005801FF00010050F6E52C43BE5CCE6B	电视剧	1	2	20210901
005801FF00010050F6E52C43BE5CCE6B	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CCE6B	电影	4	2	20210901
005801FF00010050F6E52C43BE5CCEAC	动漫	1	1	20210901
005801FF00010050F6E52C43BE5CCEAC	动漫	2	1	20210901
005801FF00010050F6E52C43BE5CCEAC	动漫	3	1	20210901
005801FF00010050F6E52C43BE5CCEAC	动漫	4	1	20210901
005801FF00010050F6E52C43BE5CCEB6	纪实	1	1	20210901
005801FF00010050F6E52C43BE5CCEB6	电影	1	2	20210901
005801FF00010050F6E52C43BE5CCEB6	纪实	3	1	20210901
005801FF00010050F6E52C43BE5CCEB6	电影	4	1	20210901
005801FF00010050F6E52C43BE5CCEB6	纪实	4	2	20210901
005801FF00010050F6E52C43BE5CCF18	动漫	4	1	20210901
005801FF00010050F6E52C43BE5CCF18	电视剧	4	2	20210901
005801FF00010050F6E52C43BE5CCF4E	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CCF4E	电视剧	2	1	20210901
005801FF00010050F6E52C43BE5CCF4E	电视剧	3	1	20210901
005801FF00010050F6E52C43BE5CCF4E	电视剧	4	1	20210901
005801FF00010050F6E52C43BE5CD007	新闻	1	1	20210901
005801FF00010050F6E52C43BE5CD007	新闻	2	1	20210901
005801FF00010050F6E52C43BE5CD058	电影	1	1	20210901
005801FF00010050F6E52C43BE5CD058	电影	3	1	20210901
005801FF00010050F6E52C43BE5CD058	电影	4	1	20210901
005801FF00010050F6E52C43BE5CD126	综艺	1	1	20210901
005801FF00010050F6E52C43BE5CD183	电影	1	1	20210901
005801FF00010050F6E52C43BE5CD183	电影	4	1	20210901
005801FF00010050F6E52C43BE5CD19E	动漫	4	1	20210901
005801FF00010050F6E52C43BE5CD1FF	电视剧	1	1	20210901
005801FF00010050F6E52C43BE5CD241	电影	1	1	20210901
005801FF00010050F6E52C43BE5CD241	电影	3	1	20210901
005801FF0001007001B960D21C44254C	少儿	3	1	20210901
005801FF0001007001B960D21C442551	电影	1	1	20210901
005801FF0001007001B960D21C442551	电影	4	1	20210901
005801FF0001007001B960D21C4425F3	少儿	1	1	20210901
005801FF0001007001B960D21C4425F3	少儿	4	1	20210901
005801FF0001007001B960D21C442608	少儿	1	1	20210901
005801FF0001007001B960D21C442650	少儿	1	1	20210901
005801FF0001007001B960D21C4426A6	少儿	1	1	20210901
005801FF0001007001B960D21C44273A	少儿	3	1	20210901
005801FF0001007001B960D21C44277F	电视剧	4	1	20210901
005801FF0001007001B960D21C4427B5	电视剧	1	1	20210901
005801FF0001007001B960D21C4427B5	电视剧	4	1	20210901
005801FF0001007001B960D21C442956	少儿	1	1	20210901
005801FF0001007001B960D21C442956	少儿	2	1	20210901
005801FF0001007001B960D21C442956	少儿	3	1	20210901
005801FF0001007001B960D21C442956	少儿	4	1	20210901
005801FF0001007001B960D21C442972	少儿	4	1	20210901
005801FF0001007001B960D21C442A97	电影	1	1	20210901
005801FF0001007001B960D21C442AB8	电影	1	1	20210901
005801FF0001007001B960D21C442AB8	动漫	1	2	20210901
005801FF0001007001B960D21C442AB8	动漫	4	1	20210901
005801FF0001007001B960D21C442B36	电视剧	4	1	20210901
005801FF0001007001B960D21C442B7C	电视剧	1	1	20210901
005801FF0001007001B960D21C442B9C	电视剧	1	1	20210901
005801FF0001007001B960D21C442B9C	电影	1	2	20210901
005801FF0001007001B960D21C442BD7	少儿	1	1	20210901
005801FF0001007001B960D21C442C2B	电视剧	1	1	20210901
005801FF0001007001B960D21C442C4B	少儿	1	1	20210901
005801FF0001007001B960D21C442CED	电影	1	1	20210901
005801FF0001007001B960D21C442CED	电影	3	1	20210901
005801FF0001007001B960D21C442E17	电视剧	1	1	20210901
005801FF0001007001B960D21C442E17	电视剧	4	1	20210901
005801FF0001007001B960D21C442E37	少儿	1	1	20210901
005801FF0001007001B960D21C442E37	少儿	2	1	20210901
005801FF0001007001B960D21C442E37	少儿	3	1	20210901
005801FF0001007001B960D21C442E37	少儿	4	1	20210901
005801FF0001007001B960D21C442EDB	电视剧	1	1	20210901
005801FF0001007001B960D21C442EDB	电视剧	4	1	20210901
005801FF0001007001B960D21C442F5C	少儿	1	1	20210901
005801FF0001007001B960D21C443388	电视剧	1	1	20210901
005801FF0001007001B960D21C44339A	电视剧	1	1	20210901
005801FF0001007001B960D21C44339A	电视剧	4	1	20210901
005801FF0001007001B960D21C443586	少儿	1	1	20210901
005801FF0001007001B960D21C443586	少儿	4	1	20210901
005801FF0001007001B960D21C4435E7	少儿	1	1	20210901
005801FF0001007001B960D21C443620	少儿	1	1	20210901
005801FF0001007001B960D21C443620	少儿	4	1	20210901
005801FF0001007001B960D21C443753	电视剧	1	1	20210901
005801FF0001007001B960D21C44378F	电视剧	2	1	20210901
005801FF0001007001B960D21C443790	少儿	4	1	20210901
005801FF0001007001B960D21C4438C9	电视剧	4	1	20210901
005801FF0001007001B960D21C4438EF	电影	1	1	20210901
005801FF0001007001B960D21C4438EF	电影	4	1	20210901
005801FF0001007001B960D21C44391C	电影	1	1	20210901
005801FF0001007001B960D21C44391C	综艺	1	2	20210901
005801FF0001007001B960D21C44391C	纪实	4	1	20210901
005801FF0001007001B960D21C44391C	电影	4	2	20210901
005801FF0001007001B960D21C44397C	电影	1	1	20210901
005801FF0001007001B960D21C443AA4	电视剧	1	1	20210901
005801FF0001007001B960D21C443AA4	电影	1	2	20210901
005801FF0001007001B960D21C443AA4	综艺	1	3	20210901
005801FF0001007001B960D21C443AA4	电视剧	3	1	20210901
005801FF0001007001B960D21C443AA4	电影	3	2	20210901
005801FF0001007001B960D21C443AA4	综艺	4	1	20210901
005801FF0001007001B960D21C443AA8	电视剧	1	1	20210901
005801FF0001007001B960D21C443AA8	电视剧	3	1	20210901
005801FF0001007001B960D21C443AA8	电视剧	4	1	20210901
005801FF0001007001B960D21C443AEA	少儿	1	1	20210901
005801FF0001007001B960D21C443DC6	电视剧	4	1	20210901
005801FF0001007001B960D21C443EE5	少儿	4	1	20210901
005801FF0001007001B960D21C443F0C	少儿	1	1	20210901
005801FF0001007001B960D21C443F0C	少儿	4	1	20210901
005801FF0001007001B960D21C443F2C	少儿	1	1	20210901
005801FF0001007001B960D21C443F2C	少儿	3	1	20210901
005801FF0001007001B960D21C444026	电影	1	1	20210901
005801FF0001007001B960D21C444026	电影	4	1	20210901
005801FF0001007001B960D21C444115	电影	1	1	20210901
005801FF0001007001B960D21C44424A	综艺	1	1	20210901
005801FF0001007001B960D21C44424A	少儿	1	2	20210901
005801FF0001007001B960D21C44424A	动漫	1	3	20210901
005801FF0001007001B960D21C4442DC	少儿	1	1	20210901
005801FF0001007001B960D21C4442DC	少儿	3	1	20210901
005801FF0001007001B960D21C4442DC	少儿	4	1	20210901
005801FF0001007001B960D21C444333	少儿	1	1	20210901
005801FF0001007001B960D21C4443E0	综艺	1	1	20210901
005801FF0001007001B960D21C4445B3	电视剧	4	1	20210901
005801FF0001007001B960D21C444649	综艺	1	1	20210901
005801FF0001007001B960D21C444703	电视剧	1	1	20210901
005801FF0001007001B960D21C444703	电视剧	4	1	20210901
005801FF0001007001B960D21C44471A	电视剧	4	1	20210901
005801FF0001007001B960D21C4447CB	少儿	1	1	20210901
005801FF0001007001B960D21C444822	少儿	1	1	20210901
005801FF0001007001B960D21C444822	少儿	3	1	20210901
005801FF0001007001B960D21C4448B9	少儿	4	1	20210901
005801FF0001007001B960D21C4448B9	游戏	4	2	20210901
005801FF0001007001B960D21C4448CF	电影	1	1	20210901
005801FF0001007001B960D21C4448CF	电影	4	1	20210901
005801FF0001007001B960D21C444A5D	电视剧	1	1	20210901
005801FF0001007001B960D21C444A5D	电视剧	2	1	20210901
005801FF0001007001B960D21C444A5D	电视剧	3	1	20210901
005801FF0001007001B960D21C444BC7	少儿	1	1	20210901
005801FF0001007001B960D21C444BFE	电视剧	1	1	20210901
005801FF0001007001B960D21C444BFE	电视剧	2	1	20210901
005801FF0001007001B960D21C444BFE	电视剧	3	1	20210901
005801FF0001007001B960D21C444BFE	电视剧	4	1	20210901
005801FF0001007001B960D21C444C19	电视剧	1	1	20210901
005801FF0001007001B960D21C444C19	电视剧	4	1	20210901
005801FF0001007003B860D21C3E1AB4	电影	1	1	20210901
005801FF0001007003B860D21C3E1AB4	电影	4	1	20210901
005801FF0001007003B860D21C3E1AD9	少儿	1	1	20210901
005801FF0001007003B860D21C3E1AD9	少儿	4	1	20210901
005801FF0001007003B860D21C3E1AF5	少儿	3	1	20210901
005801FF0001007003B860D21C3E1AF5	电影	4	1	20210901
005801FF0001007003B860D21C3E1AF5	少儿	4	2	20210901
005801FF0001007003B860D21C3E1C1F	少儿	1	1	20210901
005801FF0001007003B860D21C3E1C21	少儿	4	1	20210901
005801FF0001007003B860D21C3E1C31	少儿	3	1	20210901
005801FF0001007003B860D21C3E1C65	少儿	1	1	20210901
005801FF0001007003B860D21C3E1C65	少儿	3	1	20210901
005801FF0001007003B860D21C3E1C81	电影	1	1	20210901
005801FF0001007003B860D21C3E1CBD	少儿	1	1	20210901
005801FF0001007003B860D21C3E1CBD	少儿	4	1	20210901
005801FF0001007003B860D21C3E1D99	少儿	1	1	20210901
005801FF0001007003B860D21C3E1D99	少儿	3	1	20210901
005801FF0001007003B860D21C3E1D99	少儿	4	1	20210901
005801FF0001007003B860D21C3E1E33	电视剧	1	1	20210901
005801FF0001007003B860D21C3E1E33	电视剧	4	1	20210901
005801FF0001007003B860D21C3E1E73	少儿	1	1	20210901
005801FF0001007003B860D21C3E204D	电影	1	1	20210901
005801FF0001007003B860D21C3E204D	电视剧	1	2	20210901
005801FF0001007003B860D21C3E204D	电影	3	1	20210901
005801FF0001007003B860D21C3E20BE	电视剧	1	1	20210901
005801FF0001007003B860D21C3E20BE	电视剧	3	1	20210901
005801FF0001007003B860D21C3E210B	电视剧	1	1	20210901
005801FF0001007003B860D21C3E210B	电视剧	3	1	20210901
005801FF0001007003B860D21C3E224F	少儿	1	1	20210901
005801FF0001007003B860D21C3E224F	少儿	4	1	20210901
005801FF0001007003B860D21C3E22F6	电影	1	1	20210901
005801FF0001007003B860D21C3E2477	电影	1	1	20210901
005801FF0001007003B860D21C3E2477	电影	4	1	20210901
005801FF0001007003B860D21C3E24C9	电视剧	3	1	20210901
005801FF0001007003B860D21C3E24FF	电视剧	1	1	20210901
005801FF0001007003B860D21C3E24FF	电视剧	2	1	20210901
005801FF0001007003B860D21C3E2541	少儿	1	1	20210901
005801FF0001007003B860D21C3E2541	动漫	1	2	20210901
005801FF0001007003B860D21C3E2541	游戏	1	3	20210901
005801FF0001007003B860D21C3E25A7	少儿	1	1	20210901
005801FF0001007003B860D21C3E25F3	电视剧	1	1	20210901
005801FF0001007003B860D21C3E25F3	电影	1	2	20210901
005801FF0001007003B860D21C3E2649	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2669	少儿	1	1	20210901
005801FF0001007003B860D21C3E280D	电视剧	1	1	20210901
005801FF0001007003B860D21C3E292C	电视剧	1	1	20210901
005801FF0001007003B860D21C3E29F0	电影	4	1	20210901
005801FF0001007003B860D21C3E2BB3	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2C9C	少儿	1	1	20210901
005801FF0001007003B860D21C3E2C9C	少儿	3	1	20210901
005801FF0001007003B860D21C3E2CB2	少儿	1	1	20210901
005801FF0001007003B860D21C3E2CB2	电视剧	1	2	20210901
005801FF0001007003B860D21C3E2D2F	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2D2F	电视剧	4	1	20210901
005801FF0001007003B860D21C3E2EB9	电视剧	1	1	20210901
005801FF0001007003B860D21C3E2F83	电影	4	1	20210901
005801FF0001007003B860D21C3E30CF	少儿	3	1	20210901
005801FF0001007003B860D21C3E30CF	少儿	4	1	20210901
005801FF0001007003B860D21C3E3145	少儿	1	1	20210901
005801FF0001007003B860D21C3E3145	电视剧	1	2	20210901
005801FF0001007003B860D21C3E31A2	电视剧	1	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	1	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	2	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	3	1	20210901
005801FF0001007003B860D21C3E31F3	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3230	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3230	少儿	1	2	20210901
005801FF0001007003B860D21C3E3230	电影	1	3	20210901
005801FF0001007003B860D21C3E3230	电影	3	1	20210901
005801FF0001007003B860D21C3E3230	少儿	3	2	20210901
005801FF0001007003B860D21C3E3230	电视剧	3	3	20210901
005801FF0001007003B860D21C3E32E6	少儿	1	1	20210901
005801FF0001007003B860D21C3E3406	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3422	电影	1	1	20210901
005801FF0001007003B860D21C3E3422	电影	3	1	20210901
005801FF0001007003B860D21C3E3542	纪实	4	1	20210901
005801FF0001007003B860D21C3E3542	电影	4	2	20210901
005801FF0001007003B860D21C3E35E8	综艺	1	1	20210901
005801FF0001007003B860D21C3E35E8	游戏	1	2	20210901
005801FF0001007003B860D21C3E35E8	少儿	1	3	20210901
005801FF0001007003B860D21C3E35E8	游戏	3	1	20210901
005801FF0001007003B860D21C3E35E8	少儿	4	1	20210901
005801FF0001007003B860D21C3E35E8	综艺	4	2	20210901
005801FF0001007003B860D21C3E35E8	游戏	4	3	20210901
005801FF0001007003B860D21C3E361F	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3651	电视剧	3	1	20210901
005801FF0001007003B860D21C3E3651	电视剧	4	1	20210901
005801FF0001007003B860D21C3E367C	少儿	2	1	20210901
005801FF0001007003B860D21C3E367C	电影	4	1	20210901
005801FF0001007003B860D21C3E3754	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3754	电视剧	3	1	20210901
005801FF0001007003B860D21C3E3754	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3799	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3837	电视剧	1	1	20210901
005801FF0001007003B860D21C3E38A5	电视剧	4	1	20210901
005801FF0001007003B860D21C3E38AB	电视剧	1	1	20210901
005801FF0001007003B860D21C3E38AB	电视剧	2	1	20210901
005801FF0001007003B860D21C3E3A73	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3A73	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3AA0	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3AA0	电视剧	2	1	20210901
005801FF0001007003B860D21C3E3AA0	电视剧	3	1	20210901
005801FF0001007003B860D21C3E3AC0	少儿	1	1	20210901
005801FF0001007003B860D21C3E3AC0	少儿	4	1	20210901
005801FF0001007003B860D21C3E3ACB	少儿	1	1	20210901
005801FF0001007003B860D21C3E3ACB	电影	1	2	20210901
005801FF0001007003B860D21C3E3ACB	电影	2	1	20210901
005801FF0001007003B860D21C3E3ACB	少儿	2	2	20210901
005801FF0001007003B860D21C3E3ACB	电影	3	1	20210901
005801FF0001007003B860D21C3E3ACB	少儿	3	2	20210901
005801FF0001007003B860D21C3E3ACB	少儿	4	1	20210901
005801FF0001007003B860D21C3E3B36	少儿	1	1	20210901
005801FF0001007003B860D21C3E3B36	少儿	2	1	20210901
005801FF0001007003B860D21C3E3B36	少儿	3	1	20210901
005801FF0001007003B860D21C3E3B8D	电影	1	1	20210901
005801FF0001007003B860D21C3E3B8D	电影	2	1	20210901
005801FF0001007003B860D21C3E3EA5	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3EA5	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3F62	电视剧	1	1	20210901
005801FF0001007003B860D21C3E3FC9	电视剧	4	1	20210901
005801FF0001007003B860D21C3E3FD4	少儿	1	1	20210901
005801FF0001007003B860D21C3E3FD4	少儿	4	1	20210901
005801FF0001007003B860D21C3E3FDA	动漫	1	1	20210901
005801FF0001007003B860D21C3E4087	少儿	1	1	20210901
005801FF0001007003B860D21C3E4087	少儿	3	1	20210901
005801FF0001007003B860D21C3E40DA	电视剧	1	1	20210901
005801FF0001007003B860D21C3E40F4	电视剧	1	1	20210901
005801FF0001007003B860D21C3E40F4	电影	1	2	20210901
005801FF0001007003B860D21C3E40F4	少儿	1	3	20210901
005801FF0001007003B860D21C3E40F4	电影	2	1	20210901
005801FF0001007003B860D21C3E40F4	少儿	3	1	20210901
005801FF0001007003B860D21C3E40F4	电视剧	3	2	20210901
005801FF0001007003B860D21C3E40F4	电影	3	3	20210901
005801FF0001007003B860D21C3E40F4	少儿	4	1	20210901
005801FF0001007005B860D21C3044F9	少儿	3	1	20210901
